Campaign Name,Date,Impressions,Clicks,Spend,Conversions,Revenue,CTR,ROAS,Conversion Rate
Campaign C,2024-08-25,26766,7790,1749.84,438,6722.22,29.10408727490099,3.8416198052393367,5.622593068035943
Campaign A,2024-01-27,26350,9971,3060.63,147,3587.8,37.84060721062619,1.172242316124458,1.4742753986561026
Campaign A,2023-08-30,23099,8221,3627.13,56,1566.15,35.590285293735654,0.43178766683300573,0.6811823379150955
Campaign D,2024-02-14,88075,935,4259.42,389,9014.58,1.0615952313369288,2.1163867381004926,41.60427807486631
Campaign D,2023-01-08,94418,8834,3504.08,196,333.02,9.356266813531319,0.09503778452546745,2.218700475435816
Campaign C,2023-12-04,3816,8832,718.69,287,1158.48,231.44654088050314,1.6119328222182026,3.2495471014492754
Campaign A,2023-08-24,43950,1157,4616.51,287,1801.59,2.6325369738339024,0.39024934420157215,24.805531547104582
Campaign C,2024-05-28,49283,6735,4608.0,357,6814.62,13.665970009942576,1.4788671875,5.3006681514476615
Campaign A,2024-11-25,85916,5042,395.37,386,8142.23,5.868522743144466,20.59394997091332,7.655692185640619
Campaign D,2024-12-08,61037,834,4137.87,205,907.07,1.3663843242623326,0.2192118167076298,24.580335731414866
Campaign D,2024-03-17,96890,7179,1417.01,449,8965.86,7.4094333780575905,6.32730891101686,6.2543529739518045
Campaign C,2024-01-21,14089,9200,4582.85,306,5026.06,65.2991695649088,1.0967105622047415,3.3260869565217392
Campaign B,2024-01-17,3737,1390,510.28,386,6742.21,37.195611453037195,13.212765540487576,27.769784172661872
Campaign C,2024-12-20,35986,7877,1466.83,305,2972.02,21.889067970877562,2.026151633113585,3.8720324996826205
Campaign A,2024-10-02,39602,8574,2556.74,304,104.66,21.650421695873945,0.04093494058840555,3.5456029857709357
Campaign D,2024-10-02,3784,9186,4360.23,42,2841.13,242.75898520084564,0.6516009476564311,0.45721750489875895
Campaign D,2023-12-26,28761,6156,2028.25,221,5171.37,21.40398456242829,2.54967089855787,3.5899935022742038
Campaign A,2024-04-01,68391,610,2399.09,367,6933.95,0.891930224737173,2.8902417166508965,60.1639344262295
Campaign B,2023-04-18,20725,6537,2747.73,413,2557.14,31.5416164053076,0.930637289690035,6.31788282086584
Campaign A,2024-03-01,85711,6249,4278.59,34,7998.73,7.2907794798800625,1.8694780289768356,0.5440870539286287
Campaign A,2024-05-10,17601,9820,1883.7,357,6175.53,55.792284529288104,3.278404204491161,3.6354378818737274
Campaign B,2024-02-21,17127,4445,1500.76,386,2706.14,25.953173352017284,1.8031797222740478,8.683914510686163
Campaign C,2024-08-28,10716,4670,2722.04,205,4135.07,43.57969391564016,1.5191069932844483,4.389721627408994
Campaign A,2023-10-23,8181,6799,1743.69,104,1216.11,83.10719960884977,0.6974347504430259,1.5296367112810707
Campaign D,2024-09-23,54515,474,3678.26,425,6957.71,0.8694854627166835,1.8915764519093266,89.66244725738397
Campaign C,2024-03-21,6607,229,263.72,479,2464.93,3.466020886938096,9.346769300773547,209.17030567685592
Campaign A,2023-09-30,8776,7798,462.02,43,3182.78,88.8559708295351,6.888835981126359,0.5514234419081816
Campaign C,2024-10-08,73638,5866,3051.33,144,7564.03,7.965995817376897,2.4789288605296704,2.4548244118649847
Campaign D,2024-12-07,50734,9856,3730.61,413,8182.25,19.426814365120038,2.193274022210845,4.190340909090909
Campaign A,2024-01-28,38344,3946,1897.37,323,6027.5,10.29104944711037,3.176765733620749,8.185504308160162
Campaign B,2024-12-25,77610,6083,4482.68,343,7567.73,7.8379074861486915,1.6882155317800955,5.638665132336018
Campaign A,2024-10-05,87578,6909,3568.54,430,9890.28,7.888967548927813,2.771520005380352,6.2237661021855555
Campaign A,2023-12-03,59132,822,3000.17,250,2582.97,1.390110261787188,0.8609412133312445,30.413625304136254
Campaign C,2023-02-16,93691,4642,3661.39,208,4523.82,4.954584752003928,1.2355471555884514,4.480827229642395
Campaign B,2024-07-05,17478,8165,3836.36,461,8628.28,46.715871381164895,2.249079856947732,5.646050214329455
Campaign A,2023-06-13,68228,8177,1050.16,354,8382.09,11.984815618221258,7.981726594042812,4.329216093921976
Campaign B,2023-09-22,70671,718,2715.58,421,6261.7,1.0159754354685797,2.3058425824317457,58.63509749303621
Campaign B,2023-06-11,14499,2613,1888.61,237,2449.83,18.02193254707221,1.2971603454392384,9.07003444316877
Campaign B,2023-05-04,26978,9701,3254.53,448,9467.29,35.95892949810957,2.9089576682347373,4.618080610246366
Campaign A,2023-12-11,65765,960,1255.01,336,1865.98,1.4597430244050786,1.4868248061768432,35.0
Campaign C,2024-03-24,57776,4266,984.63,58,2622.22,7.383688728883965,2.6631526563277577,1.3595874355368025
Campaign C,2023-04-19,90238,9560,125.34,453,8899.58,10.594206431880139,71.00351045157173,4.7384937238493725
Campaign D,2024-06-18,92191,8680,2447.92,275,9145.19,9.415235760540616,3.7359023170691854,3.1682027649769586
Campaign B,2023-04-24,57626,8404,3096.84,32,3726.04,14.583694859959046,1.2031748492011212,0.38077106139933364
Campaign D,2023-06-25,9389,4411,3412.16,492,6078.82,46.98050910640111,1.7815166932383006,11.153933348447064
Campaign A,2023-10-17,59762,6148,4970.6,402,9714.3,10.287473645460327,1.9543515873335209,6.5387117761873785
Campaign A,2023-12-13,38675,9154,387.09,250,1384.52,23.66903684550743,3.57673925960371,2.731046537032991
Campaign C,2023-03-11,94902,2222,149.77,144,3220.89,2.3413626688584013,21.505575215330172,6.480648064806481
Campaign D,2024-04-11,84355,9801,4993.13,276,8371.08,11.618754075040009,1.676519537844999,2.8160391796755433
Campaign B,2023-03-07,22838,4465,2675.14,274,1988.47,19.550748752079866,0.7433143685937933,6.136618141097425
Campaign B,2023-09-12,41226,2821,939.93,402,8311.58,6.842769126279532,8.842764886746886,14.25026586316909
Campaign B,2024-07-25,20253,5194,4515.52,41,6940.9,25.645583370364882,1.5371208631564026,0.7893723527146709
Campaign D,2024-01-15,21973,7568,4880.1,61,6443.77,34.44227005870842,1.3204176143931476,0.8060253699788583
Campaign D,2023-01-01,29614,5123,3953.29,188,927.29,17.29925035456203,0.23456159300228416,3.669724770642202
Campaign C,2023-03-06,35271,3309,4161.58,40,7506.94,9.381644977460237,1.8038677617635608,1.2088244182532488
Campaign C,2023-05-07,17963,9890,1714.22,198,4203.64,55.057618437900125,2.4522173349978416,2.0020222446916076
Campaign D,2024-01-09,44896,616,1639.97,411,9220.82,1.3720598717034924,5.622554071111057,66.72077922077922
Campaign D,2023-01-24,86624,6225,3521.1,32,5452.67,7.186230144070928,1.5485700491323735,0.5140562248995983
Campaign B,2023-11-04,79245,8805,3600.52,298,2909.35,11.11111111111111,0.8080360614577894,3.3844406587166387
Campaign B,2024-05-02,37467,1792,225.9,335,6534.43,4.782875597192196,28.926206285967243,18.694196428571427
Campaign B,2024-02-05,51359,2786,2405.26,333,3064.55,5.424560447049203,1.274103423330534,11.952620244077531
Campaign B,2023-09-22,71164,290,974.94,102,7718.39,0.40750941487268844,7.916784622643444,35.172413793103445
Campaign D,2024-05-13,69883,2086,618.53,153,1296.8,2.984989196227981,2.096583835868915,7.334611697027804
Campaign C,2023-06-02,15140,5120,1530.27,2,9847.28,33.81770145310436,6.434995131578088,0.0390625
Campaign B,2024-06-30,38646,9359,2005.15,120,3122.45,24.217254049578223,1.5572151709348425,1.282188267977348
Campaign B,2023-01-08,17488,2417,2605.45,348,9181.53,13.820905763952423,3.5239709071369636,14.398014067025239
Campaign B,2023-08-11,32561,516,4167.68,57,748.03,1.5847179140689782,0.1794835496007371,11.046511627906977
Campaign A,2024-10-17,57444,3520,3316.39,464,8102.61,6.127706984193301,2.443201794722575,13.18181818181818
Campaign D,2023-05-01,31815,3075,466.58,249,7074.21,9.665252239509666,15.161837198336835,8.097560975609756
Campaign C,2023-04-11,6725,1014,2003.29,158,4225.7,15.078066914498143,2.109380069785203,15.581854043392504
Campaign C,2023-05-20,19569,1216,2434.86,423,8753.62,6.2139097552251,3.5951225121772916,34.786184210526315
Campaign A,2023-09-04,4499,9616,268.77,364,8359.64,213.73638586352524,31.103322543438626,3.7853577371048255
Campaign B,2024-06-04,26388,6433,1494.12,125,5038.16,24.378505381233893,3.371991540170803,1.943105860407275
Campaign A,2024-10-13,41210,6245,4866.32,477,7440.74,15.154088813394806,1.5290280951519835,7.638110488390712
Campaign C,2023-09-01,96119,1246,2016.34,400,9094.35,1.2963097826652379,4.510325639525081,32.102728731942214
Campaign A,2024-07-26,16628,1356,1136.2,348,2607.0,8.154919413038249,2.294490406618553,25.663716814159294
Campaign C,2024-08-22,3355,7398,2472.0,490,4127.57,220.50670640834574,1.6697289644012945,6.623411732900784
Campaign C,2023-09-18,52226,9691,3746.35,156,5353.73,18.555891701451387,1.4290522775501486,1.6097409968011556
Campaign D,2024-11-04,27958,6853,2506.53,234,4771.37,24.511767651477214,1.903575859854061,3.414562965124763
Campaign D,2024-09-13,91858,5309,3869.39,332,8649.99,5.7795728189161535,2.235491899239932,6.253531738557166
Campaign C,2023-05-16,48468,5019,1657.13,178,9200.01,10.35528596187175,5.551773246516568,3.546523211795179
Campaign C,2023-08-16,27787,2639,4615.95,158,4431.25,9.497246914024544,0.9599865683120484,5.987116331943918
Campaign D,2024-05-02,58691,8384,196.33,125,9341.35,14.2849840691077,47.57984006519635,1.4909351145038168
Campaign A,2024-12-20,33087,3092,4639.27,319,7737.87,9.345059993350862,1.667906804303263,10.316946959896507
Campaign A,2024-12-05,83232,5243,3166.34,42,5532.24,6.299259900038447,1.747203395718716,0.801068090787717
Campaign D,2024-02-07,27148,8470,397.63,409,5392.54,31.199351701782817,13.561703090813067,4.8288075560802834
Campaign C,2024-10-15,43700,1885,3395.36,466,3572.25,4.31350114416476,1.0520975684463503,24.721485411140584
Campaign C,2024-05-23,28298,8536,2176.68,435,7467.22,30.164675948830304,3.430554789863462,5.0960637300843485
Campaign C,2024-05-09,58880,8785,3573.02,163,3045.0,14.920176630434783,0.8522202506563076,1.8554354012521344
Campaign D,2023-09-06,75024,7647,4406.45,200,7904.29,10.192738323736403,1.7937999977305996,2.6154047338825683
Campaign B,2023-12-02,16560,9357,2555.8,435,2540.4,56.5036231884058,0.9939744893966663,4.648925937800577
Campaign B,2024-07-24,31125,9712,4816.15,2,2569.46,31.20321285140562,0.5335091307372072,0.020593080724876443
Campaign D,2024-11-20,88759,645,4908.81,273,2071.25,0.7266868711905272,0.4219454409520841,42.32558139534884
Campaign B,2023-03-07,65905,3360,4153.35,83,8431.81,5.098247477429633,2.0301226720599033,2.4702380952380953
Campaign A,2023-01-05,41386,9495,392.67,313,2961.28,22.942540955878798,7.5413960832251,3.296471827277515
Campaign B,2024-12-25,49557,2760,2033.38,277,496.49,5.56934439130698,0.24416980593888007,10.03623188405797
Campaign B,2024-10-19,22137,3031,199.39,173,9257.38,13.692008853954917,46.42850694618586,5.707687231936655
Campaign B,2024-08-26,31841,7692,1241.69,84,7889.61,24.15753274080588,6.353928919456546,1.0920436817472698
Campaign D,2023-04-14,37636,9104,549.78,22,7936.98,24.189605696673397,14.436647386227218,0.2416520210896309
Campaign C,2023-11-27,64475,254,3846.85,18,7062.23,0.39395114385420704,1.8358475116004003,7.086614173228346
Campaign B,2023-07-22,54822,7001,4177.78,399,3276.45,12.770420634052023,0.7842562317786002,5.6991858305956296
Campaign C,2024-04-13,14742,7421,263.05,87,7355.62,50.33916700583367,27.96282075651017,1.1723487400619863
Campaign D,2023-07-03,43520,4731,3011.78,23,4435.87,10.870863970588236,1.472839981671968,0.48615514690340306
Campaign C,2024-12-19,78553,6977,3279.48,366,701.09,8.88190139141726,0.21378084330442632,5.245807653719363
Campaign B,2024-07-21,22361,9643,2222.67,212,277.16,43.12418943696615,0.12469687357997364,2.1984859483563204
Campaign D,2024-02-12,41969,5443,828.21,474,1107.63,12.969096237699254,1.33737820118086,8.708432849531508
Campaign B,2024-10-06,73753,8691,104.2,442,2837.6,11.783927433460335,27.232245681381958,5.085720860660453
Campaign A,2023-03-03,74618,9089,2898.71,31,8446.02,12.180707067999679,2.91371679126232,0.34107162504125865
Campaign C,2024-01-27,42639,6728,826.18,108,3503.81,15.778981683435353,4.24097654264204,1.6052318668252081
Campaign D,2024-12-19,23217,276,3759.27,72,7914.57,1.1887840806305723,2.105347580780311,26.08695652173913
Campaign A,2024-07-01,62838,5847,3982.74,391,5265.1,9.304879213214933,1.321979340855793,6.687190011971951
Campaign B,2024-12-30,41746,8266,3544.69,427,528.53,19.800699468212525,0.14910471719670831,5.165739172513913
Campaign B,2024-09-14,45480,1558,4889.12,307,8923.4,3.4256816182937557,1.8251546290538991,19.70474967907574
Campaign D,2023-01-23,85353,4853,1556.58,131,7968.86,5.685798976017246,5.119467036708682,2.699361219864002
Campaign B,2024-09-08,72872,6199,1976.48,217,8017.96,8.506696673619498,4.056686634825549,3.500564607194709
Campaign A,2024-09-15,8352,2912,3248.47,50,9288.08,34.86590038314176,2.8592168005245546,1.7170329670329672
Campaign D,2024-05-17,4238,9443,2929.38,82,3570.97,222.8173666823974,1.2190190415719366,0.868368103356984
Campaign C,2023-11-23,23116,631,2889.93,478,2142.96,2.729711022668282,0.7415266113712098,75.7527733755943
Campaign B,2023-03-17,72690,5296,4192.46,57,9398.65,7.2857339386435545,2.241798371361921,1.0762839879154078
Campaign C,2023-02-14,13176,6538,1651.48,290,256.54,49.62052216150577,0.15533945309661637,4.4356072193331295
Campaign A,2023-08-14,98310,8018,3238.02,123,7224.35,8.155833587630964,2.2311011049962635,1.53404839111998
Campaign C,2024-07-05,93184,7370,661.55,246,4906.29,7.909083104395605,7.41635552868264,3.3378561736770695
Campaign B,2023-12-04,30260,1848,3724.56,16,3939.61,6.107072042300066,1.0577383637261852,0.8658008658008658
Campaign C,2024-07-29,22365,5922,3312.5,475,3065.21,26.478873239436616,0.9253464150943397,8.020938872002702
Campaign C,2023-05-27,26832,2255,1304.21,207,5591.22,8.404144305307096,4.287054998811541,9.17960088691796
Campaign B,2024-02-19,70379,236,934.59,215,7425.47,0.3353272993364498,7.945163119656748,91.10169491525424
Campaign D,2023-08-21,26317,6520,2306.02,320,5735.34,24.774860356423606,2.487116330300691,4.9079754601226995
Campaign D,2024-02-23,27025,7740,3959.16,95,2242.34,28.64014801110083,0.566367613332121,1.227390180878553
Campaign B,2024-08-21,76966,207,4260.21,97,1586.06,0.2689499259413248,0.37229620136096575,46.85990338164252
Campaign C,2023-09-16,36852,987,596.87,463,5945.6,2.6782806903288834,9.961298105115016,46.909827760891595
Campaign C,2024-10-02,13956,4129,2420.72,222,6623.63,29.58584121524792,2.736223107174725,5.3766045047226925
Campaign C,2023-12-17,41802,8298,1042.46,93,3628.84,19.850724845701162,3.4810352435585057,1.1207519884309471
Campaign D,2024-06-15,24501,2775,3583.53,91,1659.43,11.326068323741888,0.46307132910844895,3.279279279279279
Campaign A,2023-07-09,15950,3276,4948.42,384,3087.46,20.539184952978058,0.6239284458473614,11.72161172161172
Campaign D,2024-10-29,39751,9977,1590.35,448,7949.95,25.098739654348318,4.998868173672462,4.490327753833818
Campaign D,2024-06-24,3947,7822,419.66,144,3270.78,198.17582974410945,7.793880760615736,1.8409613909486064
Campaign B,2024-05-02,58393,3551,3470.94,123,7986.43,6.081208364016235,2.300941531688822,3.4638130104196003
Campaign D,2024-02-14,21231,1320,3354.24,276,5430.05,6.217323724742122,1.6188615006678115,20.909090909090907
Campaign D,2023-05-07,43901,9155,630.16,159,2521.83,20.85373909478144,4.001888409292878,1.7367558711086837
Campaign B,2024-04-09,6340,8225,1493.17,454,1324.69,129.73186119873816,0.8871662302350034,5.519756838905775
Campaign D,2024-02-05,85900,6430,805.43,317,5847.37,7.485448195576251,7.259935686527694,4.930015552099533
Campaign A,2023-04-20,26599,7371,90.88,451,1322.99,27.71156810406406,14.557548415492958,6.118572785239452
Campaign A,2023-05-16,13354,7587,667.81,480,6217.63,56.81443762168639,9.310477531034277,6.326611308817714
Campaign C,2024-12-06,46978,2508,1320.59,471,7229.01,5.3386691642896675,5.474075981190226,18.779904306220097
Campaign A,2024-10-01,3882,6153,4710.76,150,2252.24,158.50077279752705,0.478105443707597,2.437835202340322
Campaign D,2023-03-25,36782,2941,3506.28,135,1138.29,7.9957587950628035,0.3246432116088846,4.5902754165249915
Campaign C,2023-09-26,52676,391,3558.57,460,5935.77,0.742273521148151,1.6680211433244254,117.64705882352942
Campaign D,2024-03-19,50274,7321,1347.08,358,7309.7,14.562199148665314,5.426329542417674,4.890042343942085
Campaign D,2023-10-15,10714,1150,4311.37,363,3835.88,10.733619563188352,0.8897125507669257,31.565217391304344
Campaign A,2024-04-03,34444,8389,1581.48,189,2604.74,24.355475554523284,1.6470268356223283,2.2529502920491122
Campaign D,2024-10-20,19708,8058,3730.78,60,7783.84,40.886949462147356,2.0863840805407983,0.7446016381236039
Campaign D,2023-03-14,67182,2485,791.41,375,1882.39,3.6989074454466966,2.37852693294247,15.090543259557343
Campaign D,2024-10-26,33518,6147,2275.59,416,2663.61,18.339399725520618,1.1705140205397282,6.767528875874411
Campaign A,2023-02-25,75178,3529,178.5,113,5405.1,4.694192449918859,30.280672268907566,3.20204023802777
Campaign A,2023-09-11,15895,896,1185.46,77,4100.26,5.636992765020446,3.4587923675197816,8.59375
Campaign C,2024-06-19,42459,1738,520.36,221,2481.27,4.093360653807202,4.7683718963794295,12.715765247410818
Campaign A,2024-11-20,82038,6199,4217.14,417,9676.4,7.556254418684024,2.294540849959925,6.726891434102275
Campaign B,2024-12-30,72372,9871,1521.29,99,6191.18,13.639252749682198,4.069690854472191,1.0029378988957554
Campaign C,2023-10-15,3083,7531,827.6,414,6557.73,244.27505676289329,7.923791686805219,5.497277917939185
Campaign A,2024-02-07,40872,7530,4659.52,458,6793.97,18.423370522607165,1.4580836652702422,6.082337317397078
Campaign D,2024-02-27,73145,4937,4889.05,244,3611.83,6.749606945109029,0.738759063621767,4.942272635203565
Campaign B,2024-04-13,89174,6306,4026.68,7,9075.8,7.071567945813801,2.2539163777603384,0.11100539169045354
Campaign B,2024-05-15,59099,5551,2405.45,149,9606.03,9.392713920709319,3.993444054127087,2.6842010448567826
Campaign B,2023-10-27,11637,5092,4337.09,8,9572.99,43.75698204004468,2.207238032874577,0.15710919088766695
Campaign D,2023-12-09,6478,9272,2124.64,388,9529.27,143.13059586292064,4.485122185405528,4.184641932700604
Campaign D,2023-12-12,5934,8371,3115.43,4,5017.77,141.06841927873273,1.6106187588872165,0.047784016246565524
Campaign A,2024-02-07,38574,5716,2205.25,452,8145.19,14.818271374500961,3.6935449495522046,7.9076277116864935
Campaign A,2023-08-24,27840,5215,3090.8,208,737.8,18.732040229885058,0.23870842500323539,3.9884947267497606
Campaign B,2023-03-29,77481,8678,4160.78,136,6737.21,11.200165201791407,1.6192180312345283,1.5671813781977413
Campaign B,2024-05-30,9630,9465,615.38,131,1606.67,98.28660436137072,2.610858331437486,1.3840464870575806
Campaign D,2023-04-10,33712,355,3121.18,97,2939.61,1.0530374940673943,0.9418264886997867,27.323943661971832
Campaign B,2023-09-28,10072,9509,2957.53,447,6851.75,94.41024622716442,2.3167136089912863,4.700809759175518
Campaign A,2024-01-07,69311,8674,4427.52,378,7047.81,12.514608070868983,1.5918188963573285,4.3578510491122895
Campaign A,2023-07-31,50333,1345,1535.83,428,2040.22,2.6722031271730278,1.3284152542924674,31.82156133828996
Campaign B,2024-04-19,21605,4181,3572.49,293,6445.58,19.35200185142328,1.8042261839781217,7.007892848600814
Campaign B,2024-09-18,46637,2157,3247.64,306,5942.19,4.625083088534854,1.8296947937579289,14.186369958275383
Campaign C,2024-01-31,67451,1143,4211.86,306,3582.21,1.694563460882715,0.8505054773900368,26.77165354330709
Campaign B,2024-10-04,99160,8439,3601.03,98,6738.78,8.51048810004034,1.8713479199006948,1.1612750325867993
Campaign D,2023-06-28,95917,2904,594.27,15,257.82,3.027617627740651,0.43384320258468373,0.5165289256198348
Campaign D,2023-04-24,55557,8324,1092.69,146,3007.85,14.98281044692838,2.752702047241212,1.7539644401729937
Campaign A,2023-02-27,44706,6799,904.33,415,1097.86,15.208249451975126,1.2140037375736732,6.103838799823504
Campaign C,2023-06-05,46889,1642,4770.89,139,6847.99,3.501887436285696,1.4353695012880194,8.465286236297198
Campaign C,2024-05-28,30534,7290,3574.03,375,2492.77,23.87502456278247,0.6974675646259264,5.1440329218107
Campaign B,2024-06-11,4334,2515,4923.74,430,4958.18,58.029533917858785,1.0069946829036465,17.09741550695825
Campaign B,2023-07-10,91147,3278,2889.48,429,9297.96,3.596388251944661,3.217866190456414,13.087248322147651
Campaign C,2023-01-16,18574,7849,96.79,389,1781.26,42.25799504683967,18.403347453249303,4.956045356096318
Campaign A,2024-03-18,51452,7704,2583.92,292,1816.76,14.973178885174532,0.7031022632279637,3.790238836967809
Campaign D,2024-06-18,38972,2963,4799.35,366,4553.76,7.602894385712819,0.9488284871909738,12.352345595680054
Campaign D,2023-02-23,37511,2518,4643.18,162,606.08,6.712697608701447,0.13053123075133852,6.433677521842732
Campaign C,2024-07-21,88983,5982,3899.98,229,6078.94,6.722632412932808,1.5587105574900384,3.828151120026747
Campaign D,2024-01-20,76898,387,2537.76,287,1822.55,0.5032640640848917,0.718172719248471,74.16020671834626
Campaign B,2023-02-05,75317,7899,2806.93,3,6070.86,10.487672105899067,2.162811327678282,0.0379794910748196
Campaign A,2024-06-27,66254,8320,1109.81,97,5187.44,12.557732363329007,4.674169452428794,1.1658653846153846
Campaign B,2024-06-05,83658,9953,727.7,77,1280.71,11.897248320543163,1.759942283908204,0.7736360896212198
Campaign B,2023-11-17,62971,4212,2839.03,179,313.35,6.688793254037573,0.11037220459100468,4.249762583095917
Campaign C,2023-11-04,14289,1131,3246.49,173,2251.25,7.915179508712996,0.6934412242144593,15.296198054818744
Campaign A,2023-08-13,21520,3397,1261.82,225,919.16,15.785315985130111,0.7284398725650252,6.623491315866942
Campaign D,2024-06-07,3346,5232,1545.63,479,9115.8,156.36580992229528,5.897789250985034,9.155198776758409
Campaign C,2024-12-09,64134,2663,4754.3,128,6570.08,4.152243739670066,1.381923732200324,4.806609087495306
Campaign B,2024-10-17,36053,8827,4285.16,307,3453.07,24.483399439713754,0.8058205527914944,3.477965333635437
Campaign C,2024-02-05,20264,7400,4788.33,140,9041.7,36.517962889853926,1.888278376803604,1.891891891891892
Campaign A,2023-06-03,50573,4783,489.22,499,1353.48,9.457615723805192,2.766608069988962,10.432782772318628
Campaign C,2024-12-14,8624,7694,1380.95,191,7924.22,89.21614100185529,5.738238169376154,2.4824538601507666
Campaign A,2024-05-11,5799,857,2740.59,425,9790.67,14.778410070701845,3.572467972224959,49.59159859976663
Campaign B,2023-08-04,93100,2275,403.14,424,5097.79,2.443609022556391,12.64521010070943,18.637362637362635
Campaign D,2023-03-27,89716,5022,2452.21,332,6662.06,5.597663738909447,2.7167575370787986,6.610911987256072
Campaign B,2023-12-05,48070,3488,3214.2,467,5534.89,7.256084876222175,1.722011698089727,13.388761467889909
Campaign B,2023-12-29,97705,9610,1934.55,461,851.75,9.835730003582212,0.4402832700111137,4.797086368366285
Campaign C,2024-03-24,56832,7035,2884.66,335,6216.02,12.378589527027026,2.154853604930911,4.761904761904762
Campaign A,2023-03-15,9370,1340,4152.1,109,7104.7,14.300960512273212,1.711110040702295,8.134328358208954
Campaign A,2023-12-16,16893,4177,4111.22,182,5268.1,24.726217960101817,1.2813957900574526,4.357194158486952
Campaign A,2023-07-22,76816,1584,4914.25,36,5329.56,2.0620704019995837,1.0845113699954216,2.272727272727273
Campaign D,2024-07-28,21278,3749,792.39,97,1718.74,17.61913713694896,2.1690581658021935,2.5873566284342493
Campaign B,2023-04-03,29888,3733,1322.76,338,173.2,12.489962526766597,0.13093834104448274,9.054379855344227
Campaign A,2024-03-06,29870,2256,4909.6,244,8881.9,7.55272849012387,1.8090883167671499,10.815602836879433
Campaign A,2023-12-13,69107,5065,3349.04,232,3592.03,7.329214117238485,1.0725551202732724,4.58045409674235
Campaign C,2024-07-02,58266,1441,1877.26,82,1097.16,2.473140424947654,0.5844475458913523,5.690492713393477
Campaign C,2024-05-18,3339,3280,273.56,264,7368.85,98.23300389338125,26.936869425354587,8.048780487804878
Campaign D,2024-07-16,75673,4162,4298.86,355,6831.03,5.499980177870575,1.5890329063984405,8.529553099471409
Campaign A,2024-10-16,59248,607,4473.97,359,1338.56,1.0245071563597083,0.2991884165517426,59.14332784184514
Campaign B,2024-07-15,50006,2371,1707.98,155,2586.69,4.741431028276607,1.5144732373915386,6.5373260227752
Campaign C,2024-03-26,70086,8779,3930.11,107,4841.74,12.526039437262792,1.2319604285885126,1.2188176329878118
Campaign A,2024-04-15,12326,6432,4942.51,384,3126.16,52.1823787116664,0.6325045371683617,5.970149253731343
Campaign B,2023-04-15,64704,1182,3797.88,77,5439.15,1.826780415430267,1.4321542544788144,6.514382402707277
Campaign B,2024-10-25,39447,7066,4077.75,170,1175.24,17.912642279514284,0.2882079578198762,2.405887347863006
Campaign B,2023-11-10,48860,1824,2855.51,99,4347.63,3.733115022513303,1.5225406319711714,5.427631578947369
Campaign D,2023-01-05,12397,119,3461.5,105,1712.45,0.9599096555618294,0.4947132745919399,88.23529411764706
Campaign A,2023-08-28,86550,7495,2165.68,471,5719.9,8.659734257654534,2.6411565882309485,6.28418945963976
Campaign A,2023-02-23,10195,1039,2572.85,198,553.26,10.191270230505149,0.21503779855024585,19.056785370548603
Campaign D,2023-12-06,33337,9934,4335.4,271,4676.01,29.798722140564536,1.078564838307884,2.7280048318904773
Campaign B,2024-10-07,65702,7933,609.23,158,6456.17,12.074213874767892,10.597262117755198,1.9916803227026345
Campaign A,2023-09-30,40776,5942,3396.83,12,337.84,14.572297429860704,0.09945743531469045,0.2019522046449007
Campaign D,2023-03-31,62205,1628,1346.03,75,214.34,2.617152961980548,0.15923864995579595,4.606879606879607
Campaign D,2023-01-23,25928,7563,2848.13,475,4771.05,29.169237889540266,1.6751517662466249,6.280576490810525
Campaign A,2024-01-11,44463,1203,2650.86,285,6984.63,2.7056204034815465,2.634854349154614,23.690773067331673
Campaign C,2023-11-17,42285,9557,2559.56,83,6426.36,22.601395293839424,2.5107284064448576,0.8684733703044888
Campaign C,2024-05-06,9517,3228,552.87,492,7022.54,33.91825154985815,12.701973339121313,15.241635687732341
Campaign C,2023-12-30,81595,3078,1658.69,152,7103.09,3.7722899687480846,4.282349323864013,4.938271604938271
Campaign C,2023-06-28,11426,5152,666.88,167,3712.18,45.0901452826886,5.566488723608445,3.241459627329193
Campaign C,2024-01-09,76119,8753,4409.21,427,5369.45,11.499100093275004,1.2177805094336627,4.878327430595224
Campaign D,2024-10-24,59371,3792,724.99,471,6807.59,6.386956594970608,9.38990882632864,12.420886075949367
Campaign D,2023-07-21,92408,3178,967.75,7,9395.87,3.439096182148732,9.708984758460346,0.22026431718061676
Campaign A,2024-07-11,95230,5394,1864.61,21,8328.93,5.664181455423711,4.466848295353989,0.389321468298109
Campaign B,2024-09-12,91175,1251,4728.11,273,9369.53,1.3720866465588155,1.981664978183672,21.822541966426858
Campaign A,2024-10-17,64235,9007,2909.46,434,9708.55,14.021950649957187,3.336890694493136,4.8184745198179195
Campaign C,2023-03-13,74236,2300,1648.47,172,2449.38,3.0982272751764643,1.485850515932956,7.478260869565218
Campaign C,2024-09-19,36468,9003,3361.95,63,6539.33,24.68739717012175,1.9451003138059757,0.6997667444185272
Campaign A,2023-02-06,26785,3836,3984.42,485,603.29,14.32144857196192,0.1514122507165409,12.643378519290929
Campaign D,2023-10-04,13349,4563,3202.08,298,7962.57,34.1823357554873,2.486686778593914,6.530791146175761
Campaign B,2023-01-17,66106,5929,4944.41,94,9463.37,8.9689286902853,1.9139533331580514,1.5854275594535334
